"","maxtempC","mintempC","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset"
"1666",34,27,13.3,7,77,26,38,38,31,12,40,76,0.1,1004,34,9,199,9,217,"Very unhealthy",17736,248,123,306,415
"1667",37,28,13.5,8,84,26,41,41,32,13,17,71,0,1005,37,10,172,10,257,"Very unhealthy",17737,299,166,307,415
"1668",38,28,13.3,7,92,26,43,43,34,9,25,67,5.8,1005,38,9,153,7,257,"Very unhealthy",17738,347,213,308,414
"1669",36,28,13.5,7,99,26,41,41,33,10,17,71,4.8,1006,36,10,148,7,273,"Very unhealthy",17739,392,262,308,413
"1670",37,28,13.4,7,100,26,42,42,33,7,11,67,1.2,1006,37,10,123,6,303,"Hazardous",17740,434,314,309,413
"1671",37,28,13.4,8,86,25,42,42,34,6,14,64,0,1005,37,10,127,5,304,"Hazardous",17741,472,367,309,412
"1672",36,28,13.4,8,79,25,41,41,33,7,17,64,0.1,1004,36,10,161,6,240,"Very unhealthy",17742,508,421,310,411
"1673",35,28,13.4,8,75,24,37,37,31,9,22,66,0,1004,35,10,82,8,180,"Unhealthy",17743,542,475,311,411
"1674",34,27,13.4,7,65,24,37,37,31,12,26,66,1.4,1004,34,10,110,10,233,"Very unhealthy",17744,575,529,311,410
"1675",34,28,13.4,8,57,24,36,36,31,17,35,68,0,1003,34,10,71,13,170,"Unhealthy",17745,607,584,312,409
"1676",31,27,9.6,6,50,25,34,34,29,28,71,81,12.1,998,31,8,156,20,138,"Unhealthy for sensitive groups",17746,641,639,313,408
"1677",34,27,13.3,7,43,25,37,37,31,22,13,73,0.5,1004,34,10,158,16,177,"Unhealthy",17747,678,698,313,407
"1678",34,28,13.3,8,36,26,40,40,32,16,8,74,0,1006,34,10,144,13,173,"Unhealthy",17748,717,757,314,407
"1679",35,28,13.3,7,28,27,41,41,32,13,12,75,1.2,1006,35,10,137,10,177,"Unhealthy",17749,717,100,315,406
"1680",34,27,13.3,8,21,26,39,39,31,14,13,74,0,1006,34,10,125,11,137,"Unhealthy for sensitive groups",17750,762,164,315,405
"1681",34,27,13.3,7,14,25,38,38,31,12,19,71,1.7,1006,34,10,106,9,167,"Unhealthy",17751,94,229,316,404
"1682",34,26,13.3,8,6,25,38,38,32,9,18,69,0,1006,34,10,109,8,183,"Unhealthy",17752,151,291,316,403
"1683",36,27,13.3,8,0,25,41,41,33,6,5,63,0,1004,36,10,146,5,223,"Very unhealthy",17753,216,350,317,402
"1684",35,28,13.2,7,0,24,38,38,32,11,30,67,0.1,1002,35,10,121,9,197,"Unhealthy",17754,284,402,318,401
"1685",28,27,12,6,1,25,33,33,28,25,69,84,20.6,1001,28,9,76,15,137,"Unhealthy for sensitive groups",17755,354,450,318,400
"1686",32,28,12,7,8,25,36,36,30,40,64,77,3.1,1001,32,10,131,28,125,"Unhealthy for sensitive groups",17756,423,493,319,399
"1687",32,28,13.2,7,15,25,36,36,30,25,45,76,0.6,1005,32,10,119,19,125,"Unhealthy for sensitive groups",17757,489,532,320,398
"1688",33,27,13.2,7,22,25,37,37,30,18,36,73,0.6,1004,33,10,72,13,127,"Unhealthy for sensitive groups",17758,554,570,320,397
"1689",32,27,8.2,6,30,25,34,34,29,33,81,78,7.6,998,32,10,96,23,138,"Unhealthy for sensitive groups",17759,615,606,321,396
"1690",29,26,10.7,6,37,25,33,33,28,45,74,84,5.9,996,29,10,125,29,138,"Unhealthy for sensitive groups",17760,675,642,322,395
"1691",31,27,13.1,6,44,24,34,34,29,30,50,77,0,1004,31,10,132,22,125,"Unhealthy for sensitive groups",17761,732,681,322,394
"1692",32,27,10.7,6,51,25,34,34,29,31,66,77,0.9,1004,32,10,141,22,125,"Unhealthy for sensitive groups",17762,69,681,323,393
"1693",32,28,13.1,7,59,25,36,36,30,23,31,77,5.9,1003,32,9,159,17,150,"Unhealthy for sensitive groups",17763,123,721,323,392
"1694",32,27,13.1,7,66,26,37,37,30,11,35,80,18,1002,32,9,118,7,137,"Unhealthy for sensitive groups",17764,175,764,324,391
"1695",33,26,13.1,8,73,25,35,35,30,15,22,74,0,1001,33,10,116,12,150,"Unhealthy for sensitive groups",17765,224,90,325,390
"1696",34,26,13,8,81,22,33,33,30,17,18,65,0,1002,34,10,319,14,197,"Unhealthy",17766,270,138,325,389
"1697",33,25,13,8,88,19,31,31,29,11,20,56,0,1005,33,10,210,9,250,"Very unhealthy",17767,313,189,326,387
"1698",30,26,9.4,6,95,24,32,32,28,23,81,79,3,1006,30,10,57,16,163,"Unhealthy",17768,352,242,326,386
"1699",32,27,13,6,100,25,35,35,29,17,50,80,7.8,1005,32,9,154,12,123,"Unhealthy for sensitive groups",17769,389,295,327,385
"1700",32,27,13,7,100,25,36,36,30,24,42,77,1.1,1007,32,10,145,18,112,"Unhealthy for sensitive groups",17770,424,350,328,384
"1701",32,28,13,8,83,24,35,35,29,26,38,74,0,1008,32,10,148,20,125,"Unhealthy for sensitive groups",17771,457,404,328,383
"1702",32,27,12.9,8,76,24,35,35,30,21,14,73,0,1007,32,10,146,16,112,"Unhealthy for sensitive groups",17772,490,460,329,382
"1703",33,27,12.9,8,69,24,36,36,30,22,17,71,0.1,1007,33,10,156,17,125,"Unhealthy for sensitive groups",17773,523,515,329,380
"1704",34,27,12.9,8,65,24,36,36,31,15,20,69,0,1008,34,10,187,12,150,"Unhealthy for sensitive groups",17774,558,572,330,379
"1705",33,27,12.9,7,48,25,36,36,30,9,37,72,2.3,1008,33,10,220,7,257,"Very unhealthy",17775,596,630,331,378
"1706",33,26,12.9,7,41,25,37,37,31,8,30,73,8.1,1005,33,9,205,5,290,"Very unhealthy",17776,638,691,331,377
"1707",34,27,12.8,7,33,25,38,38,31,14,24,72,11,1002,34,9,263,9,305,"Hazardous",17777,685,752,332,376
"1708",33,26,12.8,8,26,21,34,34,31,13,11,59,0.1,1003,33,10,315,10,290,"Very unhealthy",17778,685,95,332,374
"1709",32,24,12.8,7,18,21,33,33,30,8,12,59,0,1007,32,10,159,7,384,"Hazardous",17779,738,156,333,373
"1710",33,25,12.8,7,11,23,35,35,30,13,27,69,0.9,1006,33,10,209,10,358,"Hazardous",17780,78,215,333,372
"1711",23,22,8,5,3,20,26,26,24,8,95,78,7.1,1010,23,9,305,6,330,"Hazardous",17781,143,269,334,371
"1712",26,22,12.7,5,0,18,26,26,24,11,51,69,3,1014,26,10,156,8,125,"Unhealthy for sensitive groups",17782,211,318,335,369
"1713",28,21,12.7,6,0,18,27,27,26,14,16,60,0.3,1017,28,10,110,11,125,"Unhealthy for sensitive groups",17783,280,363,335,368
"1714",27,21,12.7,6,0,17,26,26,25,12,38,63,0.3,1018,27,10,91,9,125,"Unhealthy for sensitive groups",17784,348,404,336,367
"1715",25,23,9.3,5,4,20,26,26,25,12,71,76,0.7,1016,25,9,85,9,125,"Unhealthy for sensitive groups",17785,414,443,336,366
"1716",28,23,12.7,6,12,22,28,28,26,12,65,80,3.5,1014,28,10,53,9,133,"Unhealthy for sensitive groups",17786,478,480,337,364
"1717",29,23,9.2,6,19,23,30,30,27,10,68,79,2.8,1013,29,10,132,7,127,"Unhealthy for sensitive groups",17787,540,518,337,363
"1718",31,24,9.2,6,27,23,31,31,28,8,64,76,0.4,1014,31,10,116,6,125,"Unhealthy for sensitive groups",17788,600,556,338,362
"1719",31,24,12.6,6,34,23,32,32,28,12,44,76,0,1014,31,10,111,9,138,"Unhealthy for sensitive groups",17789,658,597,339,361
"1720",32,25,11.6,6,42,24,34,34,29,15,41,79,0,1014,32,10,126,11,138,"Unhealthy for sensitive groups",17790,715,639,339,359
